2023-05-30 14:22:02,547 INFO    StreamThr :4308 [internal.py:wandb_internal():86] W&B internal server running at pid: 4308, started at: 2023-05-30 14:22:02.547647
2023-05-30 14:22:02,547 DEBUG   HandlerThread:4308 [handler.py:handle_request():144] handle_request: status
2023-05-30 14:22:02,567 INFO    WriterThread:4308 [datastore.py:open_for_write():85] open: C:\Users\pedro\Downloads\proyecto2-brayain_proyecto2\wandb\run-20230530_142202-n7tjdnw5\run-n7tjdnw5.wandb
2023-05-30 14:22:02,567 DEBUG   SenderThread:4308 [sender.py:send():375] send: header
2023-05-30 14:22:02,627 DEBUG   SenderThread:4308 [sender.py:send():375] send: run
2023-05-30 14:22:03,068 DEBUG   HandlerThread:4308 [handler.py:handle_request():144] handle_request: check_version
2023-05-30 14:22:03,068 INFO    SenderThread:4308 [dir_watcher.py:__init__():219] watching files in: C:\Users\pedro\Downloads\proyecto2-brayain_proyecto2\wandb\run-20230530_142202-n7tjdnw5\files
2023-05-30 14:22:03,068 INFO    SenderThread:4308 [sender.py:_start_run_threads():1124] run started: n7tjdnw5 with start time 1685478122.547647
2023-05-30 14:22:03,068 DEBUG   SenderThread:4308 [sender.py:send_request():402] send_request: summary_record
2023-05-30 14:22:03,068 INFO    SenderThread:4308 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-30 14:22:03,068 DEBUG   SenderThread:4308 [sender.py:send_request():402] send_request: check_version
2023-05-30 14:22:03,539 DEBUG   HandlerThread:4308 [handler.py:handle_request():144] handle_request: run_start
2023-05-30 14:22:03,548 DEBUG   HandlerThread:4308 [system_info.py:__init__():31] System info init
2023-05-30 14:22:03,548 DEBUG   HandlerThread:4308 [system_info.py:__init__():46] System info init done
2023-05-30 14:22:03,548 INFO    HandlerThread:4308 [system_monitor.py:start():181] Starting system monitor
2023-05-30 14:22:03,548 INFO    SystemMonitor:4308 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-30 14:22:03,548 INFO    HandlerThread:4308 [system_monitor.py:probe():201] Collecting system info
2023-05-30 14:22:03,558 INFO    SystemMonitor:4308 [interfaces.py:start():190] Started cpu monitoring
2023-05-30 14:22:03,558 DEBUG   HandlerThread:4308 [system_info.py:probe():195] Probing system
2023-05-30 14:22:03,558 INFO    SystemMonitor:4308 [interfaces.py:start():190] Started disk monitoring
2023-05-30 14:22:03,558 INFO    SystemMonitor:4308 [interfaces.py:start():190] Started memory monitoring
2023-05-30 14:22:03,568 INFO    SystemMonitor:4308 [interfaces.py:start():190] Started network monitoring
2023-05-30 14:22:03,568 DEBUG   HandlerThread:4308 [system_info.py:_probe_git():180] Probing git
2023-05-30 14:22:03,688 DEBUG   HandlerThread:4308 [system_info.py:_probe_git():188] Probing git done
2023-05-30 14:22:03,688 DEBUG   HandlerThread:4308 [system_info.py:probe():240] Probing system done
2023-05-30 14:22:03,688 DEBUG   HandlerThread:4308 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-05-30T20:22:03.558672', 'startedAt': '2023-05-30T20:22:02.537625', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'Downloads/proyecto2-brayain_proyecto2/Prueba atari.ipynb', 'root': 'C:/Users/pedro/Downloads/proyecto2-brayain_proyecto2', 'git': {'remote': 'https://github.com/CursosLic-PabloAlvarado/proyecto2-brayain_proyecto2.git', 'commit': '9116081c1b27957e800c3e1e3103d2a98410bccd'}, 'email': 'pedro.medinila@estudiantec.cr', 'host': 'DESKTOP-JLRK389', 'username': 'pedro', 'executable': 'C:\\Users\\pedro\\anaconda3\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1801.0, 'min': 0.0, 'max': 1801.0}, 'cpu_freq_per_core': [{'current': 1801.0, 'min': 0.0, 'max': 1801.0}], 'disk': {'total': 236.25097274780273, 'used': 175.10651779174805}, 'memory': {'total': 14.822685241699219}}
2023-05-30 14:22:03,688 INFO    HandlerThread:4308 [system_monitor.py:probe():211] Finished collecting system info
2023-05-30 14:22:03,688 INFO    HandlerThread:4308 [system_monitor.py:probe():214] Publishing system info
2023-05-30 14:22:03,688 DEBUG   HandlerThread:4308 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-30 14:22:03,688 DEBUG   HandlerThread:4308 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-30 14:22:03,688 DEBUG   HandlerThread:4308 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-30 14:22:04,078 INFO    Thread-16 :4308 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\pedro\Downloads\proyecto2-brayain_proyecto2\wandb\run-20230530_142202-n7tjdnw5\files\wandb-summary.json
2023-05-30 14:22:04,078 INFO    Thread-16 :4308 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\pedro\Downloads\proyecto2-brayain_proyecto2\wandb\run-20230530_142202-n7tjdnw5\files\conda-environment.yaml
2023-05-30 14:22:04,078 INFO    Thread-16 :4308 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\pedro\Downloads\proyecto2-brayain_proyecto2\wandb\run-20230530_142202-n7tjdnw5\files\requirements.txt
